city,date,hour,temperature,humidity,pm25,illumination
北京鹫峰国家森林公园,2026-06-05,03:30,18.1,85.3,47.1,0.0
北京鹫峰国家森林公园,2026-06-05,03:35,18.9,89.4,44.5,0.0
北京鹫峰国家森林公园,2026-06-05,03:40,17.2,87.4,44.4,0.0
北京鹫峰国家森林公园,2026-06-05,03:45,18.6,85.1,40.3,0.0
北京鹫峰国家森林公园,2026-06-05,03:50,17.1,83.3,47.3,0.0
北京鹫峰国家森林公园,2026-06-05,03:55,18.6,83.3,44.5,0.0
北京鹫峰国家森林公园,2026-06-05,04:00,16.8,89.6,40.5,0.0
北京鹫峰国家森林公园,2026-06-05,04:05,18.2,85.4,43.1,0.0
北京鹫峰国家森林公园,2026-06-05,04:10,17.7,87.3,40.4,0.0
北京鹫峰国家森林公园,2026-06-05,04:15,18.8,85.3,45.9,0.0
北京鹫峰国家森林公园,2026-06-05,04:20,18.8,86.5,40.4,0.0
北京鹫峰国家森林公园,2026-06-05,04:25,17.0,88.7,38.5,0.0
北京鹫峰国家森林公园,2026-06-05,04:30,16.6,89.8,45.4,0.0
北京鹫峰国家森林公园,2026-06-05,04:35,16.7,89.8,44.4,0.0
北京鹫峰国家森林公园,2026-06-05,04:40,18.7,85.8,41.8,0.0
北京鹫峰国家森林公园,2026-06-05,04:45,18.1,88.0,41.4,0.0
北京鹫峰国家森林公园,2026-06-05,04:50,18.5,85.4,41.5,0.0
北京鹫峰国家森林公园,2026-06-05,04:55,17.0,85.4,45.5,0.0
北京鹫峰国家森林公园,2026-06-05,05:00,18.2,86.9,38.3,0.0
北京鹫峰国家森林公园,2026-06-05,05:05,18.4,86.6,41.1,0.0
北京鹫峰国家森林公园,2026-06-05,05:10,17.4,87.7,45.2,0.0
北京鹫峰国家森林公园,2026-06-05,05:15,17.6,84.0,42.0,114.6
北京鹫峰国家森林公园,2026-06-05,05:20,18.3,88.1,44.2,505.3
北京鹫峰国家森林公园,2026-06-05,05:25,19.6,84.1,45.0,993.2
北京鹫峰国家森林公园,2026-06-05,05:30,20.2,82.8,47.7,1707.7
北京鹫峰国家森林公园,2026-06-05,05:35,20.5,88.2,46.6,2362.0
北京鹫峰国家森林公园,2026-06-05,05:40,18.7,84.4,46.8,3447.6
北京鹫峰国家森林公园,2026-06-05,05:45,19.3,84.7,45.6,3744.0
北京鹫峰国家森林公园,2026-06-05,05:50,20.1,85.5,44.7,4218.0
北京鹫峰国家森林公园,2026-06-05,05:55,20.1,80.8,44.7,5333.9
北京鹫峰国家森林公园,2026-06-05,06:00,20.1,84.2,48.3,6905.2
北京鹫峰国家森林公园,2026-06-05,06:05,21.9,84.2,38.4,6898.9
北京鹫峰国家森林公园,2026-06-05,06:10,21.7,81.8,41.7,8721.4
北京鹫峰国家森林公园,2026-06-05,06:15,20.7,78.8,42.7,10031.6
北京鹫峰国家森林公园,2026-06-05,06:20,20.8,77.3,38.6,11144.5
北京鹫峰国家森林公园,2026-06-05,06:25,20.7,78.7,43.2,11576.3
北京鹫峰国家森林公园,2026-06-05,06:30,23.0,80.4,41.4,12754.9
北京鹫峰国家森林公园,2026-06-05,06:35,22.3,75.6,42.3,13296.6
北京鹫峰国家森林公园,2026-06-05,06:40,22.9,81.2,48.9,14822.4
北京鹫峰国家森林公园,2026-06-05,06:45,22.9,75.0,47.1,16306.7
北京鹫峰国家森林公园,2026-06-05,06:50,23.7,79.1,44.8,18168.0
北京鹫峰国家森林公园,2026-06-05,06:55,23.9,74.3,46.0,20546.2
北京鹫峰国家森林公园,2026-06-05,07:00,22.8,74.2,46.1,19308.6
北京鹫峰国家森林公园,2026-06-05,07:05,22.9,77.2,46.1,22261.9
北京鹫峰国家森林公园,2026-06-05,07:10,24.1,72.3,56.8,24133.0
北京鹫峰国家森林公园,2026-06-05,07:15,24.2,73.1,47.0,25499.0
北京鹫峰国家森林公园,2026-06-05,07:20,23.0,71.4,47.6,25373.7
北京鹫峰国家森林公园,2026-06-05,07:25,25.5,74.4,53.2,26651.7
北京鹫峰国家森林公园,2026-06-05,07:30,24.8,72.2,48.2,28098.7
北京鹫峰国家森林公园,2026-06-05,07:35,25.3,73.5,47.2,31668.7
北京鹫峰国家森林公园,2026-06-05,07:40,24.6,68.5,53.9,33913.4
北京鹫峰国家森林公园,2026-06-05,07:45,24.8,73.8,49.0,35690.7
北京鹫峰国家森林公园,2026-06-05,07:50,26.5,71.9,53.9,31785.7
北京鹫峰国家森林公园,2026-06-05,07:55,25.8,71.3,50.1,32489.9
北京鹫峰国家森林公园,2026-06-05,08:00,25.2,68.0,45.5,41555.2
北京鹫峰国家森林公园,2026-06-05,08:05,25.5,66.5,50.0,44011.7
北京鹫峰国家森林公园,2026-06-05,08:10,25.7,70.4,43.6,44253.5
北京鹫峰国家森林公园,2026-06-05,08:15,26.2,68.5,46.1,44020.6
北京鹫峰国家森林公园,2026-06-05,08:20,25.6,70.4,50.7,40814.9
北京鹫峰国家森林公园,2026-06-05,08:25,27.2,70.2,55.0,42061.4
北京鹫峰国家森林公园,2026-06-05,08:30,26.3,64.3,55.5,41957.7
北京鹫峰国家森林公园,2026-06-05,08:35,26.4,68.0,52.7,47692.6
北京鹫峰国家森林公园,2026-06-05,08:40,26.0,65.1,48.1,45337.8
北京鹫峰国家森林公园,2026-06-05,08:45,28.0,66.2,47.0,46954.5
北京鹫峰国家森林公园,2026-06-05,08:50,28.0,65.5,48.3,56332.6
北京鹫峰国家森林公园,2026-06-05,08:55,27.9,62.6,52.5,59072.6
北京鹫峰国家森林公园,2026-06-05,09:00,27.6,67.6,50.3,55276.9
北京鹫峰国家森林公园,2026-06-05,09:05,27.3,65.4,39.9,56365.5
北京鹫峰国家森林公园,2026-06-05,09:10,27.4,62.0,40.2,50821.8
北京鹫峰国家森林公园,2026-06-05,09:15,28.6,65.9,39.3,51185.0
北京鹫峰国家森林公园,2026-06-05,09:20,28.2,65.0,47.0,65999.2
北京鹫峰国家森林公园,2026-06-05,09:25,28.8,65.1,38.5,53174.3
北京鹫峰国家森林公园,2026-06-05,09:30,29.0,59.0,42.7,69223.1
北京鹫峰国家森林公园,2026-06-05,09:35,27.7,62.2,43.8,69714.2
北京鹫峰国家森林公园,2026-06-05,09:40,27.9,63.9,42.3,70558.7
北京鹫峰国家森林公园,2026-06-05,09:45,29.1,58.6,41.3,58561.5
北京鹫峰国家森林公园,2026-06-05,09:50,27.6,58.1,43.7,64244.2
北京鹫峰国家森林公园,2026-06-05,09:55,28.7,61.0,41.5,69135.2
北京鹫峰国家森林公园,2026-06-05,10:00,27.8,60.6,43.7,68749.0
北京鹫峰国家森林公园,2026-06-05,10:05,27.9,61.1,43.8,70429.5
北京鹫峰国家森林公园,2026-06-05,10:10,27.6,57.9,40.6,78877.5
北京鹫峰国家森林公园,2026-06-05,10:15,28.6,61.5,38.8,71091.0
北京鹫峰国家森林公园,2026-06-05,10:20,28.5,61.8,43.2,73728.8
北京鹫峰国家森林公园,2026-06-05,10:25,27.8,55.9,45.6,77067.9
北京鹫峰国家森林公园,2026-06-05,10:30,28.0,58.8,39.9,69845.6
北京鹫峰国家森林公园,2026-06-05,10:35,28.4,55.6,39.8,77816.0
北京鹫峰国家森林公园,2026-06-05,10:40,29.1,58.2,39.7,78936.2
北京鹫峰国家森林公园,2026-06-05,10:45,28.5,58.8,39.1,80322.8
北京鹫峰国家森林公园,2026-06-05,10:50,28.8,58.4,40.9,74506.5
北京鹫峰国家森林公园,2026-06-05,10:55,29.0,59.1,40.2,71062.4
北京鹫峰国家森林公园,2026-06-05,11:00,28.6,54.6,36.6,79884.4
北京鹫峰国家森林公园,2026-06-05,11:05,30.5,56.7,39.6,88344.7
北京鹫峰国家森林公园,2026-06-05,11:10,29.0,59.6,46.3,87936.6
北京鹫峰国家森林公园,2026-06-05,11:15,28.9,55.1,43.3,76378.4
北京鹫峰国家森林公园,2026-06-05,11:20,29.8,54.2,43.2,71147.1
北京鹫峰国家森林公园,2026-06-05,11:25,30.1,59.2,40.6,90758.8
北京鹫峰国家森林公园,2026-06-05,11:30,29.7,53.7,43.9,79416.5
北京鹫峰国家森林公园,2026-06-05,11:35,28.4,59.6,41.2,79312.2
北京鹫峰国家森林公园,2026-06-05,11:40,29.2,52.9,36.4,87116.3
北京鹫峰国家森林公园,2026-06-05,11:45,29.4,55.0,37.9,90102.6
北京鹫峰国家森林公园,2026-06-05,11:50,28.9,55.5,38.1,89948.0
北京鹫峰国家森林公园,2026-06-05,11:55,30.1,55.6,35.7,82159.6
北京鹫峰国家森林公园,2026-06-05,12:00,29.9,56.1,34.9,76684.3
北京鹫峰国家森林公园,2026-06-05,12:05,30.5,56.1,35.1,85423.1
北京鹫峰国家森林公园,2026-06-05,12:10,29.6,56.9,38.3,76121.7
北京鹫峰国家森林公园,2026-06-05,12:15,29.3,54.4,40.3,81584.5
北京鹫峰国家森林公园,2026-06-05,12:20,28.9,57.4,34.6,79012.3
北京鹫峰国家森林公园,2026-06-05,12:25,28.7,55.6,39.7,94245.4
北京鹫峰国家森林公园,2026-06-05,12:30,29.3,55.6,40.4,75230.0
北京鹫峰国家森林公园,2026-06-05,12:35,30.2,58.2,35.4,74089.2
北京鹫峰国家森林公园,2026-06-05,12:40,30.2,57.9,37.3,78944.0
北京鹫峰国家森林公园,2026-06-05,12:45,28.7,56.7,35.3,87120.3
北京鹫峰国家森林公园,2026-06-05,12:50,29.6,53.4,37.9,79788.7
北京鹫峰国家森林公园,2026-06-05,12:55,29.5,52.7,42.0,83743.1
北京鹫峰国家森林公园,2026-06-05,13:00,30.6,56.8,33.7,73417.8
北京鹫峰国家森林公园,2026-06-05,13:05,28.4,53.0,42.2,82061.0
北京鹫峰国家森林公园,2026-06-05,13:10,28.9,58.9,34.2,88438.6
北京鹫峰国家森林公园,2026-06-05,13:15,29.7,56.6,38.9,86494.2
北京鹫峰国家森林公园,2026-06-05,13:20,28.8,57.8,35.3,82222.4
北京鹫峰国家森林公园,2026-06-05,13:25,28.6,57.6,41.8,83433.0
北京鹫峰国家森林公园,2026-06-05,13:30,29.4,55.6,42.3,71929.9
北京鹫峰国家森林公园,2026-06-05,13:35,29.4,54.7,41.6,88513.8
北京鹫峰国家森林公园,2026-06-05,13:40,28.9,56.7,35.0,74602.0
北京鹫峰国家森林公园,2026-06-05,13:45,29.8,55.0,34.3,77736.1
北京鹫峰国家森林公园,2026-06-05,13:50,30.0,56.2,41.0,79764.1
北京鹫峰国家森林公园,2026-06-05,13:55,28.2,59.1,41.3,86362.2
北京鹫峰国家森林公园,2026-06-05,14:00,29.7,58.9,40.2,83445.0
北京鹫峰国家森林公园,2026-06-05,14:05,29.9,54.7,34.1,77344.2
北京鹫峰国家森林公园,2026-06-05,14:10,28.5,58.7,39.9,82382.6
北京鹫峰国家森林公园,2026-06-05,14:15,28.6,61.0,36.5,75771.7
北京鹫峰国家森林公园,2026-06-05,14:20,28.3,55.8,40.8,77289.3
北京鹫峰国家森林公园,2026-06-05,14:25,29.4,55.1,31.0,69693.1
北京鹫峰国家森林公园,2026-06-05,14:30,28.0,56.9,38.9,75845.8
北京鹫峰国家森林公园,2026-06-05,14:35,29.7,61.7,38.2,76945.6
北京鹫峰国家森林公园,2026-06-05,14:40,27.5,61.6,41.0,77957.5
北京鹫峰国家森林公园,2026-06-05,14:45,29.1,56.6,38.3,69207.4
北京鹫峰国家森林公园,2026-06-05,14:50,28.5,58.6,32.6,73991.6
北京鹫峰国家森林公园,2026-06-05,14:55,28.2,57.5,36.3,63969.1
北京鹫峰国家森林公园,2026-06-05,15:00,27.7,61.2,40.7,71054.0
北京鹫峰国家森林公园,2026-06-05,15:05,27.2,59.0,36.0,64261.9
北京鹫峰国家森林公园,2026-06-05,15:10,27.5,61.8,32.4,63126.1
北京鹫峰国家森林公园,2026-06-05,15:15,28.0,63.2,33.2,55632.2
北京鹫峰国家森林公园,2026-06-05,15:20,27.1,62.1,31.6,58594.9
北京鹫峰国家森林公园,2026-06-05,15:25,29.0,62.0,31.3,59382.7
北京鹫峰国家森林公园,2026-06-05,15:30,27.9,59.6,33.6,62989.7
北京鹫峰国家森林公园,2026-06-05,15:35,28.5,62.8,38.1,53345.5
北京鹫峰国家森林公园,2026-06-05,15:40,26.5,63.6,37.5,59379.0
北京鹫峰国家森林公园,2026-06-05,15:45,27.8,64.0,37.8,60945.4
北京鹫峰国家森林公园,2026-06-05,15:50,26.2,65.4,30.5,56996.3
北京鹫峰国家森林公园,2026-06-05,15:55,28.0,64.2,36.1,58883.9
北京鹫峰国家森林公园,2026-06-05,16:00,28.1,64.5,36.5,46796.3
北京鹫峰国家森林公园,2026-06-05,16:05,27.6,63.6,34.3,52186.4
北京鹫峰国家森林公园,2026-06-05,16:10,27.1,61.3,30.2,46759.8
北京鹫峰国家森林公园,2026-06-05,16:15,27.2,64.2,32.4,49550.7
北京鹫峰国家森林公园,2026-06-05,16:20,25.8,65.5,28.7,42358.6
北京鹫峰国家森林公园,2026-06-05,16:25,25.4,65.2,38.2,39940.1
北京鹫峰国家森林公园,2026-06-05,16:30,26.8,63.7,32.3,38984.5
北京鹫峰国家森林公园,2026-06-05,16:35,25.3,69.9,31.0,42985.9
北京鹫峰国家森林公园,2026-06-05,16:40,25.8,65.4,28.2,44909.9
北京鹫峰国家森林公园,2026-06-05,16:45,24.4,65.4,33.4,42594.7
北京鹫峰国家森林公园,2026-06-05,16:50,24.3,69.7,33.9,34256.3
北京鹫峰国家森林公园,2026-06-05,16:55,26.1,64.8,31.6,34002.8
北京鹫峰国家森林公园,2026-06-05,17:00,25.2,69.9,37.2,34593.8
北京鹫峰国家森林公园,2026-06-05,17:05,23.5,72.3,29.4,36824.6
北京鹫峰国家森林公园,2026-06-05,17:10,24.4,69.5,30.2,28474.2
北京鹫峰国家森林公园,2026-06-05,17:15,25.4,66.4,36.3,27407.7
北京鹫峰国家森林公园,2026-06-05,17:20,23.6,69.3,36.8,25698.5
北京鹫峰国家森林公园,2026-06-05,17:25,23.7,71.0,35.6,25406.5
北京鹫峰国家森林公园,2026-06-05,17:30,24.0,68.9,27.4,23335.0
北京鹫峰国家森林公园,2026-06-05,17:35,23.3,71.6,37.1,23060.0
北京鹫峰国家森林公园,2026-06-05,17:40,22.0,70.7,28.3,24349.0
北京鹫峰国家森林公园,2026-06-05,17:45,21.9,71.8,30.6,19230.3
北京鹫峰国家森林公园,2026-06-05,17:50,23.6,72.6,37.5,18584.9
北京鹫峰国家森林公园,2026-06-05,17:55,23.4,73.2,34.1,20109.2
北京鹫峰国家森林公园,2026-06-05,18:00,23.1,71.4,38.0,18034.4
北京鹫峰国家森林公园,2026-06-05,18:05,21.5,76.9,39.8,15923.7
北京鹫峰国家森林公园,2026-06-05,18:10,23.0,75.7,38.9,14391.4
北京鹫峰国家森林公园,2026-06-05,18:15,22.9,73.5,38.5,13891.8
北京鹫峰国家森林公园,2026-06-05,18:20,21.5,78.3,42.2,14113.5
北京鹫峰国家森林公园,2026-06-05,18:25,20.7,75.9,37.9,11308.7
北京鹫峰国家森林公园,2026-06-05,18:30,21.8,75.9,33.4,10998.2
北京鹫峰国家森林公园,2026-06-05,18:35,21.1,74.8,35.0,9860.5
北京鹫峰国家森林公园,2026-06-05,18:40,20.5,75.3,34.3,7424.4
北京鹫峰国家森林公园,2026-06-05,18:45,20.6,76.2,32.6,7680.7
北京鹫峰国家森林公园,2026-06-05,18:50,21.1,78.1,36.2,6507.8
北京鹫峰国家森林公园,2026-06-05,18:55,19.7,77.9,35.6,5812.7
北京鹫峰国家森林公园,2026-06-05,19:00,19.6,80.7,31.9,3877.3
北京鹫峰国家森林公园,2026-06-05,19:05,19.0,77.9,34.7,3298.9
北京鹫峰国家森林公园,2026-06-05,19:10,18.9,81.6,38.0,2864.4
北京鹫峰国家森林公园,2026-06-05,19:15,19.3,77.6,40.0,1987.5
北京鹫峰国家森林公园,2026-06-05,19:20,18.0,81.3,42.6,1374.5
北京鹫峰国家森林公园,2026-06-05,19:25,19.4,84.3,33.1,706.7
北京鹫峰国家森林公园,2026-06-05,19:30,18.0,85.5,38.9,310.3
北京鹫峰国家森林公园,2026-06-05,19:35,19.0,83.8,35.2,22.1
北京鹫峰国家森林公园,2026-06-05,19:40,18.1,83.2,43.4,0.0
北京鹫峰国家森林公园,2026-06-05,19:45,18.5,84.2,35.8,0.0
北京鹫峰国家森林公园,2026-06-05,19:50,17.3,83.9,36.1,0.0
北京鹫峰国家森林公园,2026-06-05,19:55,18.7,81.5,34.5,0.0
北京鹫峰国家森林公园,2026-06-05,20:00,17.3,81.2,35.1,0.0
北京鹫峰国家森林公园,2026-06-05,20:05,17.2,85.4,42.6,0.0
北京鹫峰国家森林公园,2026-06-05,20:10,17.6,82.0,40.6,0.0
北京鹫峰国家森林公园,2026-06-05,20:15,18.8,83.6,37.0,0.0
北京鹫峰国家森林公园,2026-06-05,20:20,17.6,84.0,38.8,0.0
北京鹫峰国家森林公园,2026-06-05,20:25,17.1,86.4,42.1,0.0
北京鹫峰国家森林公园,2026-06-05,20:30,16.9,84.2,45.1,0.0
北京鹫峰国家森林公园,2026-06-05,20:35,17.3,85.6,33.3,0.0
北京鹫峰国家森林公园,2026-06-05,20:40,18.1,80.1,38.3,0.0
北京鹫峰国家森林公园,2026-06-05,20:45,17.7,84.6,40.6,0.0
北京鹫峰国家森林公园,2026-06-05,20:50,17.2,81.7,39.2,0.0
北京鹫峰国家森林公园,2026-06-05,20:55,18.9,82.1,40.2,0.0
北京鹫峰国家森林公园,2026-06-05,21:00,18.4,82.3,33.5,0.0
北京鹫峰国家森林公园,2026-06-05,21:05,17.9,83.4,31.7,0.0
北京鹫峰国家森林公园,2026-06-05,21:10,19.1,85.7,36.3,0.0
北京鹫峰国家森林公园,2026-06-05,21:15,17.6,84.9,31.1,0.0
北京鹫峰国家森林公园,2026-06-05,21:20,18.2,81.2,34.8,0.0
北京鹫峰国家森林公园,2026-06-05,21:25,17.8,84.4,28.3,0.0
北京鹫峰国家森林公园,2026-06-05,21:30,19.2,79.8,37.7,0.0
北京鹫峰国家森林公园,2026-06-05,21:35,17.7,82.3,33.3,0.0
北京鹫峰国家森林公园,2026-06-05,21:40,17.6,84.5,31.0,0.0
北京鹫峰国家森林公园,2026-06-05,21:45,18.3,83.5,34.7,0.0
北京鹫峰国家森林公园,2026-06-05,21:50,18.7,81.6,32.4,0.0
北京鹫峰国家森林公园,2026-06-05,21:55,18.6,86.5,35.9,0.0
北京鹫峰国家森林公园,2026-06-05,22:00,18.4,84.5,37.0,0.0
北京鹫峰国家森林公园,2026-06-05,22:05,18.5,84.1,39.2,0.0
北京鹫峰国家森林公园,2026-06-05,22:10,19.3,80.6,34.3,0.0
北京鹫峰国家森林公园,2026-06-05,22:15,18.6,80.6,33.6,0.0
北京鹫峰国家森林公园,2026-06-05,22:20,17.4,83.9,35.7,0.0
北京鹫峰国家森林公园,2026-06-05,22:25,19.5,83.0,30.6,0.0
北京鹫峰国家森林公园,2026-06-05,22:30,18.5,86.3,29.5,0.0
北京鹫峰国家森林公园,2026-06-05,22:35,17.6,84.4,32.9,0.0
北京鹫峰国家森林公园,2026-06-05,22:40,19.4,83.5,33.0,0.0
北京鹫峰国家森林公园,2026-06-05,22:45,18.1,80.3,37.8,0.0
北京鹫峰国家森林公园,2026-06-05,22:50,19.0,82.8,31.5,0.0
北京鹫峰国家森林公园,2026-06-05,22:55,17.6,84.3,30.8,0.0
北京鹫峰国家森林公园,2026-06-05,23:00,18.6,81.6,33.2,0.0
北京鹫峰国家森林公园,2026-06-05,23:05,19.0,84.7,34.6,0.0
北京鹫峰国家森林公园,2026-06-05,23:10,19.1,85.7,36.7,0.0
北京鹫峰国家森林公园,2026-06-05,23:15,18.2,82.5,33.3,0.0
北京鹫峰国家森林公园,2026-06-05,23:20,18.6,79.9,34.3,0.0
北京鹫峰国家森林公园,2026-06-05,23:25,20.2,82.5,34.6,0.0
北京鹫峰国家森林公园,2026-06-05,23:30,19.8,80.7,36.2,0.0
北京鹫峰国家森林公园,2026-06-05,23:35,18.8,80.0,39.4,0.0
北京鹫峰国家森林公园,2026-06-05,23:40,20.3,86.1,35.1,0.0
北京鹫峰国家森林公园,2026-06-05,23:45,18.9,80.7,35.8,0.0
北京鹫峰国家森林公园,2026-06-05,23:50,18.4,84.7,37.4,0.0
北京鹫峰国家森林公园,2026-06-05,23:55,19.6,79.6,33.1,0.0
北京鹫峰国家森林公园,2026-06-06,00:00,21.5,87.2,43.8,0.0
北京鹫峰国家森林公园,2026-06-06,00:05,21.2,90.3,39.7,0.0
北京鹫峰国家森林公园,2026-06-06,00:10,21.0,90.1,36.1,0.0
北京鹫峰国家森林公园,2026-06-06,00:15,20.0,86.2,41.4,0.0
北京鹫峰国家森林公园,2026-06-06,00:20,19.9,90.0,38.2,0.0
北京鹫峰国家森林公园,2026-06-06,00:25,21.3,92.3,35.6,0.0
北京鹫峰国家森林公园,2026-06-06,00:30,20.5,86.5,40.6,0.0
北京鹫峰国家森林公园,2026-06-06,00:35,21.0,90.7,43.0,0.0
北京鹫峰国家森林公园,2026-06-06,00:40,21.7,92.7,36.2,0.0
北京鹫峰国家森林公园,2026-06-06,00:45,21.7,92.3,43.6,0.0
北京鹫峰国家森林公园,2026-06-06,00:50,21.0,92.9,44.9,0.0
北京鹫峰国家森林公园,2026-06-06,00:55,20.2,92.2,40.9,0.0
北京鹫峰国家森林公园,2026-06-06,01:00,19.8,88.8,41.4,0.0
北京鹫峰国家森林公园,2026-06-06,01:05,20.0,90.0,40.9,0.0
北京鹫峰国家森林公园,2026-06-06,01:10,20.1,89.4,38.8,0.0
北京鹫峰国家森林公园,2026-06-06,01:15,19.8,87.3,42.3,0.0
北京鹫峰国家森林公园,2026-06-06,01:20,19.4,92.7,41.3,0.0
北京鹫峰国家森林公园,2026-06-06,01:25,19.4,89.2,40.8,0.0
北京鹫峰国家森林公园,2026-06-06,01:30,19.7,93.2,45.3,0.0
北京鹫峰国家森林公园,2026-06-06,01:35,21.3,92.4,47.5,0.0
北京鹫峰国家森林公园,2026-06-06,01:40,20.6,87.5,43.2,0.0
北京鹫峰国家森林公园,2026-06-06,01:45,21.0,90.6,37.5,0.0
北京鹫峰国家森林公园,2026-06-06,01:50,20.5,93.6,47.4,0.0
北京鹫峰国家森林公园,2026-06-06,01:55,19.3,92.9,41.9,0.0
北京鹫峰国家森林公园,2026-06-06,02:00,20.6,93.2,46.5,0.0
北京鹫峰国家森林公园,2026-06-06,02:05,19.2,89.6,44.3,0.0
北京鹫峰国家森林公园,2026-06-06,02:10,20.9,93.2,39.9,0.0
北京鹫峰国家森林公园,2026-06-06,02:15,20.3,87.6,44.8,0.0
北京鹫峰国家森林公园,2026-06-06,02:20,20.5,91.3,40.5,0.0
北京鹫峰国家森林公园,2026-06-06,02:25,19.3,89.7,40.6,0.0
北京鹫峰国家森林公园,2026-06-06,02:30,20.3,88.8,49.3,0.0
北京鹫峰国家森林公园,2026-06-06,02:35,19.6,92.8,42.9,0.0
北京鹫峰国家森林公园,2026-06-06,02:40,20.0,88.3,46.3,0.0
北京鹫峰国家森林公园,2026-06-06,02:45,20.3,92.4,46.4,0.0
北京鹫峰国家森林公园,2026-06-06,02:50,19.4,94.5,44.8,0.0
北京鹫峰国家森林公园,2026-06-06,02:55,19.5,94.8,44.7,0.0
北京鹫峰国家森林公园,2026-06-06,03:00,19.2,92.1,49.7,0.0
北京鹫峰国家森林公园,2026-06-06,03:05,19.2,93.6,45.4,0.0
北京鹫峰国家森林公园,2026-06-06,03:10,18.7,90.0,45.3,0.0
北京鹫峰国家森林公园,2026-06-06,03:15,19.9,91.9,43.9,0.0
北京鹫峰国家森林公园,2026-06-06,03:20,20.5,92.7,42.7,0.0
北京鹫峰国家森林公园,2026-06-06,03:25,19.1,92.2,49.9,0.0
北京鹫峰国家森林公园,2026-06-06,03:30,19.2,91.6,41.9,0.0
北京鹫峰国家森林公园,2026-06-06,03:35,20.5,93.4,41.3,0.0
北京鹫峰国家森林公园,2026-06-06,03:40,19.1,94.8,49.5,0.0
北京鹫峰国家森林公园,2026-06-06,03:45,19.8,90.8,46.9,0.0
北京鹫峰国家森林公园,2026-06-06,03:50,18.5,90.1,44.3,0.0
北京鹫峰国家森林公园,2026-06-06,03:55,19.8,93.5,43.9,0.0
北京鹫峰国家森林公园,2026-06-06,04:00,20.3,93.1,40.7,0.0
北京鹫峰国家森林公园,2026-06-06,04:05,18.9,93.6,51.1,0.0
北京鹫峰国家森林公园,2026-06-06,04:10,18.9,91.2,48.0,0.0
北京鹫峰国家森林公园,2026-06-06,04:15,18.8,93.9,50.6,0.0
北京鹫峰国家森林公园,2026-06-06,04:20,18.5,92.9,47.6,0.0
北京鹫峰国家森林公园,2026-06-06,04:25,19.2,93.9,46.6,0.0
北京鹫峰国家森林公园,2026-06-06,04:30,19.2,91.9,46.2,0.0
北京鹫峰国家森林公园,2026-06-06,04:35,20.3,95.7,48.4,0.0
北京鹫峰国家森林公园,2026-06-06,04:40,20.6,90.0,42.3,0.0
北京鹫峰国家森林公园,2026-06-06,04:45,19.6,92.6,51.9,0.0
北京鹫峰国家森林公园,2026-06-06,04:50,20.3,91.2,42.7,0.0
北京鹫峰国家森林公园,2026-06-06,04:55,20.6,96.0,47.2,0.0
北京鹫峰国家森林公园,2026-06-06,05:00,20.3,90.0,44.8,0.0
北京鹫峰国家森林公园,2026-06-06,05:05,18.7,92.6,52.3,0.0
北京鹫峰国家森林公园,2026-06-06,05:10,20.1,92.6,43.3,0.0
北京鹫峰国家森林公园,2026-06-06,05:15,20.1,96.0,46.1,70.1
北京鹫峰国家森林公园,2026-06-06,05:20,19.7,92.7,51.1,300.9
北京鹫峰国家森林公园,2026-06-06,05:25,19.4,95.0,48.5,552.6
北京鹫峰国家森林公园,2026-06-06,05:30,20.4,90.5,45.0,888.9
北京鹫峰国家森林公园,2026-06-06,05:35,20.7,91.3,52.6,1508.6
北京鹫峰国家森林公园,2026-06-06,05:40,20.5,88.8,51.6,1827.2
北京鹫峰国家森林公园,2026-06-06,05:45,20.4,92.7,52.3,2171.1
北京鹫峰国家森林公园,2026-06-06,05:50,21.4,91.8,52.8,2795.1
北京鹫峰国家森林公园,2026-06-06,05:55,22.2,88.1,49.8,3371.0
北京鹫峰国家森林公园,2026-06-06,06:00,21.3,87.9,42.1,4005.4
北京鹫峰国家森林公园,2026-06-06,06:05,23.5,88.3,49.1,4064.0
北京鹫峰国家森林公园,2026-06-06,06:10,22.5,84.5,49.0,5255.9
北京鹫峰国家森林公园,2026-06-06,06:15,22.5,85.6,48.4,6541.0
北京鹫峰国家森林公园,2026-06-06,06:20,24.4,84.2,46.1,7023.9
北京鹫峰国家森林公园,2026-06-06,06:25,22.8,83.9,44.7,7364.0
北京鹫峰国家森林公园,2026-06-06,06:30,22.9,83.7,50.1,7833.2
北京鹫峰国家森林公园,2026-06-06,06:35,22.9,84.6,51.7,8805.0
北京鹫峰国家森林公园,2026-06-06,06:40,24.3,80.4,44.0,9502.4
北京鹫峰国家森林公园,2026-06-06,06:45,24.7,82.8,48.6,9401.8
北京鹫峰国家森林公园,2026-06-06,06:50,25.2,81.0,47.0,11087.1
北京鹫峰国家森林公园,2026-06-06,06:55,24.8,80.8,42.8,11824.3
北京鹫峰国家森林公园,2026-06-06,07:00,25.3,80.7,48.0,11226.7
北京鹫峰国家森林公园,2026-06-06,07:05,26.1,78.4,57.5,12511.3
北京鹫峰国家森林公园,2026-06-06,07:10,25.3,82.8,54.8,14233.6
北京鹫峰国家森林公园,2026-06-06,07:15,25.3,82.3,53.4,14838.0
北京鹫峰国家森林公园,2026-06-06,07:20,26.3,78.9,54.5,16989.8
北京鹫峰国家森林公园,2026-06-06,07:25,25.7,80.3,58.0,16020.1
